user_id,movie_id,rating
1,13,4.0
1,380,4.0
1,141,5.0
1,126,5.0
1,115,2.5
1,72,5.0
1,378,5.0
1,53,3.5
1,347,4.5
1,457,4.5
1,280,5.0
1,45,4.0
1,303,2.5
1,217,3.0
1,17,3.0
1,16,3.5
1,48,5.0
1,112,3.0
1,120,2.5
1,259,5.0
1,309,4.5
1,14,4.5
1,288,3.0
1,102,4.0
2,215,3.0
2,113,3.5
2,230,3.5
2,302,3.5
2,143,4.0
2,415,5.0
2,446,4.5
2,4,2.5
2,389,4.5
2,413,3.0
2,82,3.5
2,358,3.0
2,217,3.0
2,175,3.5
2,80,5.0
2,111,5.0
2,491,4.0
2,391,2.5
2,173,3.0
2,53,3.0
2,48,4.0
2,195,4.0
2,50,3.5
2,184,3.0
2,434,3.0
2,177,4.0
2,310,3.5
2,136,4.0
2,414,5.0
2,23,4.0
2,374,3.0
2,236,4.5
2,275,3.5
2,64,4.5
2,499,2.5
2,473,4.0
2,194,3.5
2,41,1.5
2,283,5.0
2,151,5.0
2,425,4.0
2,322,4.5
2,317,3.5
2,454,2.5
2,442,4.5
2,186,5.0
2,296,4.0
2,99,5.0
2,361,2.0
2,36,4.5
2,24,4.5
2,339,3.5
2,117,2.5
2,396,3.0
2,149,3.5
2,438,4.5
2,120,4.5
2,444,3.0
2,52,3.5
2,233,3.5
2,326,4.5
2,428,4.0
2,187,3.0
2,84,5.0
2,190,4.0
2,182,4.5
2,108,3.5
2,344,3.5
2,137,3.5
2,360,2.5
2,480,4.0
2,350,3.0
2,332,4.5
2,37,4.0
2,312,3.0
2,88,4.0
2,274,3.5
2,126,4.5
2,237,4.5
3,139,4.0
3,474,5.0
3,328,3.5
3,353,4.5
3,286,2.5
3,113,3.0
3,351,3.5
3,167,5.0
3,432,4.0
3,394,4.5
3,398,4.0
3,29,3.0
3,118,4.0
3,421,5.0
3,17,4.0
3,413,3.5
3,162,5.0
3,206,3.0
3,138,5.0
3,34,5.0
3,109,3.0
3,468,3.5
3,483,4.0
3,291,4.0
3,449,3.5
3,368,4.0
3,336,4.0
3,256,4.5
3,203,4.5
3,453,5.0
3,469,2.5
3,330,2.0
3,235,5.0
3,74,3.5
3,136,4.0
3,72,5.0
3,127,2.5
3,382,4.0
3,288,4.5
3,276,4.5
3,135,3.5
3,383,3.5
3,300,5.0
3,220,4.0
3,460,4.0
3,299,4.0
3,205,4.5
3,186,4.0
3,71,5.0
3,261,2.5
3,253,5.0
3,47,4.0
3,387,3.5
3,25,4.5
3,441,4.5
3,57,4.0
3,79,5.0
3,322,3.0
4,406,5.0
4,349,5.0
4,217,5.0
4,306,4.5
4,33,4.0
4,198,4.0
4,196,4.0
4,240,4.0
4,271,5.0
4,129,4.0
4,498,4.5
4,284,4.5
4,441,5.0
4,483,4.0
4,6,5.0
4,370,5.0
4,59,4.5
4,350,2.0
4,454,4.0
4,275,3.5
4,385,5.0
4,137,5.0
4,394,4.5
4,329,4.0
4,175,2.5
4,58,4.0
4,151,5.0
4,223,4.0
4,81,4.5
4,233,4.5
5,489,2.5
5,370,4.5
5,449,4.5
5,369,3.5
5,135,5.0
5,498,4.0
5,257,5.0
5,391,3.5
5,92,3.0
5,260,3.5
6,446,5.0
6,321,4.0
6,153,5.0
6,431,5.0
6,328,4.0
6,260,5.0
6,312,5.0
6,102,4.5
6,79,5.0
6,192,3.5
6,391,2.5
6,83,4.0
6,277,3.0
6,489,5.0
6,399,2.5
6,473,5.0
6,272,2.5
6,471,4.0
6,1,5.0
6,307,4.5
6,166,3.0
6,251,2.5
6,10,5.0
7,476,3.0
7,186,3.5
7,450,2.5
7,426,5.0
7,414,4.5
7,158,1.5
7,123,4.0
7,30,3.0
7,124,4.0
7,291,3.0
7,485,4.0
7,41,2.5
7,44,3.5
7,375,3.5
7,249,3.5
7,418,2.5
7,36,3.0
7,390,5.0
7,273,2.5
7,393,3.0
7,65,4.0
7,66,5.0
7,338,4.5
7,244,1.5
8,85,4.5
8,136,2.5
8,271,4.5
8,447,4.5
8,311,3.0
8,217,3.5
8,494,2.0
8,109,2.5
8,476,3.0
8,277,1.5
8,387,5.0
8,374,2.0
8,354,4.0
8,103,3.5
8,366,3.5
8,160,2.0
8,205,5.0
8,344,3.5
8,333,1.5
8,192,4.0
8,225,3.5
8,461,2.5
8,265,4.0
8,232,2.0
8,62,4.5
8,127,3.5
8,116,5.0
8,33,3.0
8,174,4.5
8,11,3.0
8,302,3.5
8,284,4.0
8,118,3.0
8,113,2.5
8,4,3.0
8,37,3.5
8,363,3.0
8,324,3.5
8,31,3.5
8,35,2.0
8,464,3.5
8,17,3.5
8,441,5.0
8,170,5.0
8,264,2.5
8,122,1.5
8,143,5.0
8,343,4.5
8,249,3.5
8,110,4.5
8,68,4.0
8,371,2.5
8,479,4.0
8,452,2.5
8,293,3.5
8,296,4.5
8,243,4.5
8,125,4.0
8,402,5.0
8,414,4.5
8,209,4.5
8,98,4.0
8,49,4.0
8,50,2.5
8,338,4.0
8,221,4.5
8,182,3.0
8,211,4.0
8,240,2.5
8,443,3.5
8,28,4.0
8,345,3.5
8,335,4.5
8,331,4.0
8,51,3.5
8,32,2.5
8,207,3.5
8,373,3.0
8,410,5.0
8,442,4.0
9,128,4.0
9,99,4.5
9,98,3.5
9,275,2.5
9,230,4.0
9,72,4.0
9,217,3.0
9,94,3.5
9,143,4.0
9,237,3.0
9,448,2.5
9,473,3.0
9,39,3.5
9,227,4.5
9,414,5.0
9,442,4.5
9,439,3.5
9,282,3.0
9,51,3.0
9,26,3.5
9,334,3.0
9,277,2.5
9,429,3.0
10,497,5.0
10,48,4.5
10,475,5.0
10,386,4.5
10,435,3.5
10,122,3.0
10,86,4.5
10,209,4.5
10,249,3.5
10,247,4.0
10,110,5.0
11,463,4.5
11,31,5.0
11,85,3.5
11,195,4.5
11,2,5.0
11,200,5.0
11,136,3.5
11,475,4.5
11,402,4.5
11,233,3.0
11,147,5.0
11,217,4.0
11,357,5.0
11,491,5.0
11,375,5.0
11,285,5.0
11,339,4.0
11,368,4.0
11,250,5.0
11,80,4.5
11,98,5.0
11,152,5.0
11,112,3.5
11,496,3.0
11,30,5.0
11,297,5.0
11,377,5.0
11,278,4.0
11,32,4.0
11,383,5.0
11,161,4.5
11,26,4.5
11,300,5.0
11,245,4.5
11,258,4.5
11,471,5.0
11,437,5.0
11,272,5.0
11,81,4.5
11,492,4.0
11,261,4.5
11,42,5.0
11,436,4.5
11,96,5.0
11,36,4.5
11,305,5.0
11,35,3.5
11,346,4.5
11,442,5.0
11,121,4.0
11,207,5.0
11,62,5.0
11,483,5.0
11,456,4.5
11,292,5.0
11,127,5.0
11,21,3.0
11,318,3.5
11,215,3.0
11,337,3.5
11,299,4.5
12,162,4.5
12,479,5.0
12,134,4.0
12,105,3.5
12,343,5.0
12,367,5.0
12,161,4.5
12,123,3.5
12,136,4.0
12,203,4.5
12,68,4.5
12,344,5.0
12,331,3.5
12,154,5.0
12,235,4.5
12,476,4.0
12,385,5.0
12,480,4.0
12,38,5.0
12,5,5.0
12,319,4.0
12,289,5.0
12,52,4.0
12,276,4.0
12,110,4.5
12,260,5.0
12,478,4.0
12,179,4.5
12,452,4.0
12,36,4.5
12,451,3.5
12,126,5.0
12,190,5.0
12,146,4.0
12,81,5.0
12,225,4.0
12,427,2.5
12,279,4.5
12,361,5.0
12,155,5.0
12,314,4.0
12,414,5.0
12,335,5.0
12,271,5.0
12,342,5.0
12,419,4.5
12,284,4.0
12,340,2.5
12,54,4.0
12,481,4.0
12,450,3.0
12,69,5.0
12,60,4.5
12,456,5.0
12,55,5.0
12,381,5.0
12,80,5.0
12,140,5.0
12,145,4.5
12,310,5.0
12,108,5.0
12,368,4.0
12,176,5.0
12,352,4.5
12,325,3.0
12,437,5.0
12,259,5.0
12,251,2.5
12,129,4.5
12,464,3.5
12,465,3.5
12,434,3.0
12,27,4.0
12,48,5.0
12,217,4.0
12,425,5.0
13,23,3.0
13,2,3.0
13,171,3.0
13,395,5.0
13,67,3.0
13,327,3.5
13,135,4.5
13,83,5.0
13,380,2.0
13,227,5.0
13,283,4.0
13,362,4.5
13,219,2.5
13,288,2.5
13,5,3.5
13,58,4.0
13,39,4.0
13,484,2.5
13,453,4.5
13,354,3.5
13,463,3.0
13,77,2.5
13,280,4.5
13,19,4.0
13,428,3.0
13,190,3.5
13,299,4.0
13,76,2.5
13,221,4.5
13,66,3.5
13,22,5.0
13,158,4.5
13,187,1.5
13,461,2.5
13,478,3.5
13,408,3.5
13,498,3.5
13,441,4.5
13,21,3.5
13,184,4.5
13,108,5.0
13,350,3.0
13,128,5.0
13,342,3.5
13,53,3.5
14,400,3.5
14,287,2.5
14,453,4.0
14,448,5.0
14,209,4.5
14,499,2.5
14,318,4.5
14,384,2.5
14,80,3.0
14,474,3.5
14,477,2.5
14,122,2.0
14,443,4.5
14,84,5.0
14,500,4.5
14,410,4.0
14,416,4.5
14,91,2.0
14,452,3.0
14,212,4.5
14,13,2.5
14,92,4.5
14,378,4.5
14,171,3.0
14,401,3.5
14,211,4.5
14,411,4.0
14,343,4.0
14,377,3.0
14,128,4.0
14,137,4.5
14,82,2.5
14,404,4.5
14,360,3.0
14,56,3.5
14,196,4.0
14,447,5.0
14,20,3.5
14,440,3.0
14,241,2.5
14,114,2.5
14,103,4.0
14,419,4.5
14,471,3.5
14,236,5.0
14,180,4.0
14,157,3.5
14,421,5.0
14,408,3.0
14,117,1.0
14,115,1.0
14,338,5.0
14,99,4.5
14,205,4.5
14,169,4.0
15,443,5.0
15,36,3.0
15,496,3.0
15,396,4.5
15,143,4.0
15,180,3.0
15,329,3.0
15,261,3.0
15,205,5.0
15,348,4.5
15,432,4.5
15,275,2.5
15,170,3.0
15,481,3.5
15,15,2.5
15,60,5.0
15,450,1.5
15,497,5.0
15,134,4.0
15,92,3.0
15,298,1.5
15,493,1.5
15,136,3.5
15,20,3.5
15,56,1.5
15,306,3.0
15,223,2.5
15,177,5.0
15,374,3.0
15,403,2.5
15,161,3.0
15,224,3.0
15,311,1.5
15,262,2.5
15,198,3.5
15,461,3.0
15,296,5.0
15,98,4.5
15,131,3.5
15,23,1.5
15,363,5.0
15,1,3.5
15,267,4.0
15,474,4.0
15,413,3.5
16,352,4.0
16,369,4.0
16,482,4.0
16,380,3.0
16,378,3.5
16,344,4.0
16,101,3.5
16,187,4.5
16,221,2.0
16,36,4.5
16,486,5.0
16,341,1.5
16,472,2.5
16,170,4.0
16,320,1.5
16,161,3.0
16,340,2.0
16,435,5.0
16,64,4.5
16,461,4.0
16,154,5.0
16,260,3.0
16,159,3.5
16,342,4.0
16,210,2.5
16,168,4.5
16,207,3.5
16,357,3.5
16,152,4.5
16,284,4.0
16,66,4.0
16,99,5.0
16,216,3.0
16,195,3.5
16,347,4.5
16,384,2.5
16,463,3.5
16,90,3.0
16,316,3.5
16,292,4.0
16,155,3.0
16,208,4.0
16,281,3.5
16,427,2.5
16,1,3.0
16,156,4.0
16,147,3.5
16,108,5.0
16,403,2.5
16,297,5.0
16,311,4.0
16,336,4.5
16,165,4.5
16,239,4.0
16,227,4.5
16,346,3.0
16,110,4.5
16,262,3.0
16,243,3.5
16,407,3.5
16,462,4.5
16,492,3.5
16,408,2.5
16,377,4.5
16,87,3.0
16,338,4.0
16,44,3.0
16,146,4.0
16,264,3.0
16,325,2.5
16,318,4.0
16,172,2.0
16,48,4.5
16,420,3.0
16,488,5.0
16,385,4.5
16,121,4.0
16,345,4.0
17,116,5.0
17,413,3.5
17,102,4.0
17,76,3.5
17,13,5.0
17,24,5.0
17,126,5.0
17,244,4.0
17,313,4.5
17,436,5.0
17,394,3.5
17,38,5.0
17,234,4.0
17,213,5.0
17,454,4.5
17,323,3.5
17,295,5.0
17,100,5.0
17,368,5.0
17,357,4.0
17,197,5.0
17,254,3.5
17,205,5.0
17,125,5.0
17,336,5.0
17,353,5.0
17,3,4.5
17,458,5.0
17,385,5.0
17,441,5.0
17,395,5.0
17,55,5.0
17,399,4.5
17,218,5.0
17,113,4.5
17,91,5.0
17,412,2.0
17,491,4.0
17,266,4.0
17,238,5.0
17,26,5.0
17,286,4.5
17,128,4.5
17,470,4.5
17,435,5.0
17,63,5.0
17,69,5.0
17,411,5.0
17,342,5.0
18,287,2.0
18,305,4.5
18,163,3.5
18,487,4.5
18,387,3.0
18,457,3.5
18,227,5.0
18,314,3.5
18,418,3.5
18,369,4.5
18,259,4.5
18,219,4.0
18,426,3.0
18,465,3.0
18,281,3.5
18,229,3.5
18,460,3.0
18,82,3.5
18,381,4.0
18,442,5.0
18,244,2.0
18,231,3.0
18,133,4.0
18,385,5.0
18,127,3.5
18,431,5.0
18,327,3.0
18,142,4.5
18,393,5.0
18,399,4.0
18,267,5.0
18,249,3.5
18,321,4.5
18,123,5.0
18,141,4.0
18,226,3.5
18,40,4.5
18,366,4.0
18,147,4.5
18,121,3.5
18,140,3.5
18,172,2.0
18,164,2.5
18,458,4.0
18,277,2.0
18,42,3.5
18,71,5.0
18,78,4.5
18,119,3.0
18,197,4.5
18,356,4.0
18,79,4.5
18,362,4.5
18,110,4.0
18,33,4.5
18,213,5.0
18,209,4.5
18,170,5.0
18,278,5.0
18,239,3.0
18,32,3.0
18,106,4.0
18,427,3.0
18,216,3.5
18,200,5.0
18,464,4.0
18,395,4.0
18,300,3.5
18,485,5.0
18,357,3.5
18,11,5.0
18,439,4.0
18,451,2.0
18,392,4.0
18,295,5.0
18,195,2.5
18,245,4.5
19,483,4.0
19,181,5.0
19,153,5.0
19,386,3.5
19,200,3.5
19,437,2.5
19,457,4.0
19,489,3.0
19,428,5.0
19,215,4.0
20,383,4.5
20,377,5.0
20,280,5.0
20,410,4.0
20,309,4.0
20,460,4.5
20,113,3.5
20,250,5.0
20,140,4.5
20,224,3.5
20,249,4.5
20,15,4.0
20,200,5.0
20,173,4.5
20,343,5.0
20,348,5.0
20,409,5.0
20,208,3.5
20,371,3.5
20,85,3.5
20,431,5.0
20,240,3.0
20,471,4.5
20,66,4.5
20,319,4.0
20,274,5.0
20,14,4.5
20,465,3.5
20,202,3.0
20,304,4.0
20,289,5.0
20,340,5.0
20,43,4.5
20,330,2.5
20,220,4.0
20,70,5.0
20,444,3.0
20,237,5.0
20,94,4.5
20,26,4.5
20,134,4.5
20,195,3.5
20,168,5.0
20,109,3.0
20,233,4.0
20,390,3.5
20,451,4.0
20,143,3.5
20,386,3.0
20,488,5.0
20,426,5.0
20,216,4.0
20,130,2.5
20,428,5.0
20,42,3.0
20,241,2.0
20,10,5.0
20,384,2.5
20,277,2.0
20,27,5.0
20,180,3.5
20,115,2.0
20,333,1.5
20,36,4.5
20,400,4.0
20,491,4.0
20,334,5.0
20,21,3.0
20,387,3.0
20,16,4.0
20,487,4.5
20,127,3.5
20,103,3.5
20,430,3.0
20,11,4.0
20,79,5.0
20,123,4.5
20,65,4.5
21,343,4.5
21,59,5.0
21,289,5.0
21,486,5.0
21,112,4.5
21,239,4.0
21,359,3.5
21,132,3.5
21,393,5.0
21,189,2.0
21,86,5.0
21,311,4.0
21,494,4.0
21,383,5.0
21,368,3.5
21,399,4.5
21,420,4.0
21,84,4.5
21,160,2.5
21,56,3.0
21,297,3.0
21,14,3.0
21,476,4.0
21,295,5.0
21,347,4.5
21,465,2.5
21,491,4.0
21,193,4.0
21,204,4.0
21,483,5.0
21,367,5.0
21,102,4.5
21,39,4.0
21,304,3.5
21,354,3.0
21,426,3.5
21,322,3.0
21,125,3.0
21,53,3.5
21,357,5.0
21,396,5.0
21,155,3.5
21,436,5.0
21,351,4.5
21,308,5.0
21,413,4.0
21,62,4.5
21,408,4.5
21,290,4.5
21,401,4.0
21,22,5.0
21,178,4.5
21,273,2.0
21,220,5.0
21,339,4.0
21,190,5.0
21,36,3.5
21,260,5.0
21,332,5.0
21,175,3.0
21,7,4.0
21,435,3.5
21,216,4.5
